Measurement,Type,State,Forest type,Total,0-20 years,21-40 years,41-60 years,61-80 years,81-100 years,100-120 years,121-140 years,141-160 years,161-180 years,181-200 years,500+ years
sampling error,NATURAL,OK,Sweetbay / swamp tupelo / red maple,40.38,64.60,71.38,70.05,0.00,96.44,0.00,0.00,0.00,0.00,0.00,0.00
sampling error,NATURAL,OK,River birch / sycamore,26.83,96.44,51.52,42.09,48.60,0.00,0.00,0.00,0.00,0.00,0.00,0.00
sampling error,NATURAL,OK,Cottonwood,25.34,52.74,43.86,40.93,100.95,0.00,0.00,0.00,0.00,0.00,0.00,0.00
sampling error,NATURAL,OK,Willow,26.51,49.09,36.79,72.64,83.78,0.00,0.00,0.00,0.00,0.00,0.00,0.00
sampling error,NATURAL,OK,Sycamore / pecan / American elm,13.70,47.18,24.84,23.96,28.14,74.76,0.00,0.00,0.00,0.00,0.00,0.00
sampling error,NATURAL,OK,Sugarberry / hackberry / elm / green ash,8.64,19.60,15.46,15.98,24.24,69.26,0.00,0.00,0.00,0.00,0.00,0.00
sampling error,NATURAL,OK,Silver maple / American elm,61.26,0.00,0.00,101.90,73.93,0.00,0.00,0.00,0.00,0.00,0.00,0.00
sampling error,NATURAL,OK,Cottonwood / willow,49.91,96.58,84.92,56.13,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
sampling error,NATURAL,OK,Hard maple / basswood,78.86,78.86,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
sampling error,NATURAL,OK,Other hardwoods,25.88,58.83,41.28,41.75,98.54,0.00,0.00,0.00,0.00,0.00,0.00,0.00
sampling error,NATURAL,OK,Mesquite woodland,13.06,20.08,21.30,31.33,85.16,0.00,0.00,0.00,0.00,0.00,0.00,0.00
sampling error,NATURAL,OK,Miscellaneous woodland hardwoods,96.58,0.00,96.58,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
sampling error,NATURAL,OK,Other exotic hardwoods,34.09,52.05,55.30,77.70,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
sampling error,NATURAL,OK,Nonstocked,11.83,11.83,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
sampling error,PLANTED,OK,Total,7.99,10.24,14.07,47.24,0.00,96.58,0.00,0.00,0.00,0.00,0.00,0.00
sampling error,PLANTED,OK,Loblolly pine,9.23,12.25,15.26,52.47,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
sampling error,PLANTED,OK,Shortleaf pine,44.62,61.93,60.23,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
sampling error,PLANTED,OK,Eastern redcedar,97.88,0.00,97.88,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
sampling error,PLANTED,OK,Shortleaf pine / oak,95.07,95.07,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
sampling error,PLANTED,OK,Loblolly pine / hardwood,34.17,36.28,101.90,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
sampling error,PLANTED,OK,Post oak / blackjack oak,71.92,71.92,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
sampling error,PLANTED,OK,White oak / red oak / hickory,41.10,44.57,95.07,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
sampling error,PLANTED,OK,Sweetgum / yellow-poplar,97.88,97.88,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
sampling error,PLANTED,OK,Black locust,101.06,0.00,101.06,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
sampling error,PLANTED,OK,Cherry / white ash / yellow-poplar,69.06,69.06,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
sampling error,PLANTED,OK,Elm / ash / black locust,96.58,0.00,0.00,0.00,0.00,96.58,0.00,0.00,0.00,0.00,0.00,0.00
sampling error,PLANTED,OK,Mixed upland hardwoods,58.28,70.88,0.00,101.90,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
sampling error,PLANTED,OK,Nonstocked,67.62,67.62,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
sampling error,ALL,SC,Total,0.72,3.02,2.81,4.46,4.79,8.69,21.91,58.11,0.00,0.00,0.00,0.00
sampling error,ALL,SC,Eastern white pine,47.86,0.00,70.59,62.00,0.00,99.44,0.00,0.00,0.00,0.00,0.00,0.00
sampling error,ALL,SC,Eastern white pine / eastern hemlock,99.44,0.00,0.00,0.00,99.44,0.00,0.00,0.00,0.00,0.00,0.00,0.00
sampling error,ALL,SC,Eastern hemlock,84.39,0.00,0.00,84.39,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
sampling error,ALL,SC,Longleaf pine,10.03,17.44,20.41,22.23,32.19,31.89,0.00,0.00,0.00,0.00,0.00,0.00
sampling error,ALL,SC,Slash pine,28.77,70.34,62.51,36.54,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
sampling error,ALL,SC,Loblolly pine,2.46,4.85,3.91,9.19,13.62,24.33,102.32,0.00,0.00,0.00,0.00,0.00
sampling error,ALL,SC,Shortleaf pine,30.42,0.00,49.95,48.19,63.98,0.00,84.48,0.00,0.00,0.00,0.00,0.00
sampling error,ALL,SC,Virginia pine,22.22,86.35,39.96,36.58,44.67,0.00,0.00,0.00,0.00,0.00,0.00,0.00
sampling error,ALL,SC,Pond pine,26.96,101.63,54.63,46.76,54.16,72.07,0.00,0.00,0.00,0.00,0.00,0.00
sampling error,ALL,SC,Pitch pine,70.56,0.00,0.00,100.27,100.27,0.00,0.00,0.00,0.00,0.00,0.00,0.00
sampling error,ALL,SC,Eastern redcedar,39.78,56.18,67.91,0.00,101.22,0.00,0.00,0.00,0.00,0.00,0.00,0.00
sampling error,ALL,SC,Eastern white pine / northern red oak / white ash,41.87,101.22,0.00,58.09,63.05,0.00,0.00,0.00,0.00,0.00,0.00,0.00
sampling error,ALL,SC,Eastern redcedar / hardwood,30.12,72.61,53.79,47.26,101.22,99.44,0.00,0.00,0.00,0.00,0.00,0.00
sampling error,ALL,SC,Longleaf pine / oak,24.70,45.34,68.73,52.04,51.53,70.60,0.00,0.00,0.00,0.00,0.00,0.00
sampling error,ALL,SC,Shortleaf pine / oak,19.97,67.70,52.21,33.49,39.62,56.76,101.22,0.00,0.00,0.00,0.00,0.00
sampling error,ALL,SC,Virginia pine / southern red oak,24.81,42.84,44.45,63.19,56.49,0.00,0.00,0.00,0.00,0.00,0.00,0.00
sampling error,ALL,SC,Loblolly pine / hardwood,6.30,10.51,12.65,15.19,18.12,35.77,83.78,0.00,0.00,0.00,0.00,0.00
sampling error,ALL,SC,Slash pine / hardwood,46.15,101.63,74.34,72.11,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
sampling error,ALL,SC,Other pine / hardwood,35.90,84.14,81.13,73.20,68.79,102.32,0.00,0.00,0.00,0.00,0.00,0.00
sampling error,ALL,SC,Post oak / blackjack oak,21.11,69.17,39.93,44.99,46.81,47.27,0.00,0.00,0.00,0.00,0.00,0.00
sampling error,ALL,SC,Chestnut oak,41.68,0.00,101.22,80.18,69.47,77.25,0.00,0.00,0.00,0.00,0.00,0.00
sampling error,ALL,SC,White oak / red oak / hickory,9.30,26.79,25.43,22.08,14.64,29.97,63.02,0.00,0.00,0.00,0.00,0.00
sampling error,ALL,SC,White oak,16.89,56.35,67.55,35.05,27.03,37.09,101.22,0.00,0.00,0.00,0.00,0.00
sampling error,ALL,SC,Northern red oak,102.32,0.00,0.00,0.00,0.00,102.32,0.00,0.00,0.00,0.00,0.00,0.00
sampling error,ALL,SC,Yellow-poplar / white oak / northern red oak,15.45,52.61,39.00,25.97,30.45,45.94,0.00,0.00,0.00,0.00,0.00,0.00
sampling error,ALL,SC,Sassafras / persimmon,27.82,31.35,77.86,101.55,0.00,0.00,101.55,0.00,0.00,0.00,0.00,0.00
sampling error,ALL,SC,Sweetgum / yellow-poplar,8.67,13.24,17.82,22.86,22.49,52.85,101.63,0.00,0.00,0.00,0.00,0.00
sampling error,ALL,SC,Scarlet oak,43.33,67.97,65.20,0.00,71.78,95.51,0.00,0.00,0.00,0.00,0.00,0.00
sampling error,ALL,SC,Yellow-poplar,24.51,44.38,47.45,41.90,54.78,0.00,0.00,0.00,0.00,0.00,0.00,0.00
sampling error,ALL,SC,Black locust,101.55,101.55,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
sampling error,ALL,SC,Southern scrub oak,30.25,44.82,62.25,72.32,102.32,101.63,0.00,0.00,0.00,0.00,0.00,0.00
sampling error,ALL,SC,Chestnut oak / black oak / scarlet oak,23.13,101.22,82.38,47.90,35.48,57.12,101.22,0.00,0.00,0.00,0.00,0.00
sampling error,ALL,SC,Cherry / white ash / yellow-poplar,32.46,38.90,67.47,0.00,0.00,101.22,0.00,0.00,0.00,0.00,0.00,0.00
sampling error,ALL,SC,Elm / ash / black locust,47.44,95.51,101.22,101.22,74.84,0.00,0.00,0.00,0.00,0.00,0.00,0.00
sampling error,ALL,SC,Red maple / oak,47.36,52.37,101.63,0.00,101.15,0.00,0.00,0.00,0.00,0.00,0.00,0.00
sampling error,ALL,SC,Mixed upland hardwoods,7.27,12.71,14.05,16.79,17.34,55.51,0.00,0.00,0.00,0.00,0.00,0.00
sampling error,ALL,SC,Swamp chestnut oak / cherrybark oak,25.08,98.13,65.26,53.88,35.52,75.06,0.00,0.00,0.00,0.00,0.00,0.00
sampling error,ALL,SC,Sweetgum / Nuttall oak / willow oak,6.75,15.79,12.73,16.81,15.41,23.81,52.46,0.00,0.00,0.00,0.00,0.00
sampling error,ALL,SC,Overcup oak / water hickory,40.76,102.32,0.00,76.36,82.99,102.32,0.00,102.32,0.00,0.00,0.00,0.00
sampling error,ALL,SC,Baldcypress / water tupelo,17.39,58.42,56.17,44.74,32.57,37.02,58.41,70.60,0.00,0.00,0.00,0.00
sampling error,ALL,SC,Sweetbay / swamp tupelo / red maple,8.34,19.90,16.54,17.95,17.81,33.15,72.38,0.00,0.00,0.00,0.00,0.00
sampling error,ALL,SC,Baldcypress / pondcypress,44.77,89.77,99.62,87.51,101.63,70.60,0.00,0.00,0.00,0.00,0.00,0.00
sampling error,ALL,SC,River birch / sycamore,22.69,39.11,39.21,45.22,68.97,0.00,0.00,0.00,0.00,0.00,0.00,0.00
sampling error,ALL,SC,Cottonwood,84.34,102.32,0.00,102.32,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
sampling error,ALL,SC,Willow,40.47,40.47,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
sampling error,ALL,SC,Sycamore / pecan / American elm,18.82,38.73,67.96,30.73,40.47,57.23,102.32,0.00,0.00,0.00,0.00,0.00
sampling error,ALL,SC,Sugarberry / hackberry / elm / green ash,22.16,45.65,47.57,55.73,42.50,64.77,99.62,0.00,0.00,0.00,0.00,0.00
sampling error,ALL,SC,Red maple / lowland,43.17,58.22,77.11,99.44,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
sampling error,ALL,SC,Cottonwood / willow,102.32,102.32,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
sampling error,ALL,SC,Other hardwoods,58.86,73.23,98.13,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
sampling error,ALL,SC,Palms,98.82,0.00,98.82,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
sampling error,ALL,SC,Other exotic hardwoods,42.00,45.44,102.32,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
sampling error,ALL,SC,Nonstocked,19.47,19.47,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
sampling error,NATURAL,SC,Total,1.26,3.92,3.79,4.57,4.79,8.69,21.91,58.11,0.00,0.00,0.00,0.00
sampling error,NATURAL,SC,Eastern white pine,47.86,0.00,70.59,62.00,0.00,99.44,0.00,0.00,0.00,0.00,0.00,0.00
sampling error,NATURAL,SC,Eastern white pine / eastern hemlock,99.44,0.00,0.00,0.00,99.44,0.00,0.00,0.00,0.00,0.00,0.00,0.00
sampling error,NATURAL,SC,Eastern hemlock,84.39,0.00,0.00,84.39,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
sampling error,NATURAL,SC,Longleaf pine,13.38,35.81,30.24,23.42,32.19,31.89,0.00,0.00,0.00,0.00,0.00,0.00
sampling error,NATURAL,SC,Slash pine,34.22,101.63,62.51,44.57,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
sampling error,NATURAL,SC,Loblolly pine,3.82,7.69,6.28,9.77,13.62,24.33,102.32,0.00,0.00,0.00,0.00,0.00
sampling error,NATURAL,SC,Shortleaf pine,30.42,0.00,49.95,48.19,63.98,0.00,84.48,0.00,0.00,0.00,0.00,0.00
sampling error,NATURAL,SC,Virginia pine,22.22,86.35,39.96,36.58,44.67,0.00,0.00,0.00,0.00,0.00,0.00,0.00
sampling error,NATURAL,SC,Pond pine,27.99,101.63,54.63,53.05,54.16,72.07,0.00,0.00,0.00,0.00,0.00,0.00
sampling error,NATURAL,SC,Pitch pine,70.56,0.00,0.00,100.27,100.27,0.00,0.00,0.00,0.00,0.00,0.00,0.00
sampling error,NATURAL,SC,Eastern redcedar,42.40,64.24,67.91,0.00,101.22,0.00,0.00,0.00,0.00,0.00,0.00,0.00
sampling error,NATURAL,SC,Eastern white pine / northern red oak / white ash,41.87,101.22,0.00,58.09,63.05,0.00,0.00,0.00,0.00,0.00,0.00,0.00
sampling error,NATURAL,SC,Eastern redcedar / hardwood,30.12,72.61,53.79,47.26,101.22,99.44,0.00,0.00,0.00,0.00,0.00,0.00
sampling error,NATURAL,SC,Longleaf pine / oak,25.71,51.64,68.73,52.04,51.53,70.60,0.00,0.00,0.00,0.00,0.00,0.00
sampling error,NATURAL,SC,Shortleaf pine / oak,20.23,79.23,52.21,33.49,39.62,56.76,101.22,0.00,0.00,0.00,0.00,0.00
sampling error,NATURAL,SC,Virginia pine / southern red oak,24.81,42.84,44.45,63.19,56.49,0.00,0.00,0.00,0.00,0.00,0.00,0.00
sampling error,NATURAL,SC,Loblolly pine / hardwood,6.83,12.32,13.43,15.62,18.12,35.77,83.78,0.00,0.00,0.00,0.00,0.00
sampling error,NATURAL,SC,Slash pine / hardwood,46.15,101.63,74.34,72.11,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
sampling error,NATURAL,SC,Other pine / hardwood,35.90,84.14,81.13,73.20,68.79,102.32,0.00,0.00,0.00,0.00,0.00,0.00
sampling error,NATURAL,SC,Post oak / blackjack oak,21.11,69.17,39.93,44.99,46.81,47.27,0.00,0.00,0.00,0.00,0.00,0.00
sampling error,NATURAL,SC,Chestnut oak,41.68,0.00,101.22,80.18,69.47,77.25,0.00,0.00,0.00,0.00,0.00,0.00
sampling error,NATURAL,SC,White oak / red oak / hickory,9.30,26.79,25.43,22.08,14.64,29.97,63.02,0.00,0.00,0.00,0.00,0.00
sampling error,NATURAL,SC,White oak,16.89,56.35,67.55,35.05,27.03,37.09,101.22,0.00,0.00,0.00,0.00,0.00
sampling error,NATURAL,SC,Northern red oak,102.32,0.00,0.00,0.00,0.00,102.32,0.00,0.00,0.00,0.00,0.00,0.00
sampling error,NATURAL,SC,Yellow-poplar / white oak / northern red oak,15.45,52.61,39.00,25.97,30.45,45.94,0.00,0.00,0.00,0.00,0.00,0.00
sampling error,NATURAL,SC,Sassafras / persimmon,30.05,34.81,77.86,101.55,0.00,0.00,101.55,0.00,0.00,0.00,0.00,0.00
sampling error,NATURAL,SC,Sweetgum / yellow-poplar,8.77,13.52,18.00,22.86,22.49,52.85,101.63,0.00,0.00,0.00,0.00,0.00
sampling error,NATURAL,SC,Scarlet oak,43.33,67.97,65.20,0.00,71.78,95.51,0.00,0.00,0.00,0.00,0.00,0.00
sampling error,NATURAL,SC,Yellow-poplar,24.51,44.38,47.45,41.90,54.78,0.00,0.00,0.00,0.00,0.00,0.00,0.00
sampling error,NATURAL,SC,Black locust,101.55,101.55,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
sampling error,NATURAL,SC,Southern scrub oak,30.25,44.82,62.25,72.32,102.32,101.63,0.00,0.00,0.00,0.00,0.00,0.00
sampling error,NATURAL,SC,Chestnut oak / black oak / scarlet oak,23.13,101.22,82.38,47.90,35.48,57.12,101.22,0.00,0.00,0.00,0.00,0.00
